"","idx","name","selected","f[(1)](id, age)","f[(2)](age)","f[(3)](diseaseAge)","f[(4)](sex, age)","f[(5)](group)","noise","max(Rhat)","n","N","N_cases","flag"
"1307",1307,"Q8IWV2","f[(1)](id, age), f[(2)](age)",0.238,0.113,0.005,0.017,0.026,0.601,1.001,189,21,11,0
"1308",1308,"Q8IXL6","f[(1)](id, age), f[(2)](age)",0.582,0.067,0.007,0.007,0.023,0.314,1.003,189,21,11,0
"1309",1309,"Q8IZ83","f[(2)](age), f[(1)](id, age)",0.11,0.317,0.007,0.004,0.017,0.545,1.003,135,15,8,0
"1310",1310,"Q8IZF2","f[(1)](id, age), f[(2)](age)",0.624,0.046,0.001,0.003,0.029,0.297,1.001,189,21,11,0
"1311",1311,"Q8IZP7","f[(1)](id, age), f[(2)](age)",0.574,0.183,0.003,0.01,0.007,0.223,1.001,135,15,8,0
"1312",1312,"Q8IZP9","f[(1)](id, age), f[(2)](age)",0.37,0.06,0.032,0.01,0.001,0.526,1.006,162,18,9,0
"1313",1313,"Q8N392","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.093,0.106,0.024,0.031,0.005,0.741,1.003,162,18,9,0
"1314",1314,"Q8N3T6","f[(1)](id, age)",0.236,0.01,0.001,0.01,0,0.743,1.001,189,21,11,0
"1315",1315,"Q8N8Z6","f[(1)](id, age)",0.618,0.003,0.001,0.008,0.021,0.349,1.002,189,21,11,0
"1316",1316,"Q8NBF2","f[(1)](id, age), f[(2)](age)",0.081,0.062,0.002,0.017,0.027,0.811,1.002,144,16,9,0
"1317",1317,"Q8NBJ4","f[(1)](id, age), f[(2)](age)",0.49,0.25,0.002,0.009,0.011,0.238,1.001,189,21,11,0
"1318",1318,"Q8NBP7","f[(1)](id, age), f[(2)](age)",0.248,0.101,0.008,0.007,0.001,0.635,1.001,189,21,11,0
"1319",1319,"Q8NBS9","f[(1)](id, age), f[(4)](sex, age)",0.217,0.032,0.002,0.055,0,0.694,1.002,189,21,11,0
"1320",1320,"Q8NCC3","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.478,0.082,0.004,0.04,0.032,0.364,1.002,180,20,10,0
"1321",1321,"Q8NCL4","f[(1)](id, age)",0.656,0.022,0.002,0.007,0.005,0.309,1.007,189,21,11,0
"1322",1322,"Q8NEU8","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.146,0.04,0.003,0.018,0.029,0.764,1.003,98,11,4,0
"1323",1323,"Q8NFL0","f[(1)](id, age), f[(2)](age)",0.25,0.055,0.002,0.004,0.036,0.653,1.002,162,18,10,0
"1324",1324,"Q8NFT8","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.369,0.18,0.002,0.057,0.023,0.37,1.002,189,21,11,0
"1325",1325,"Q8NFY4","f[(1)](id, age), f[(2)](age)",0.252,0.092,0.004,0.008,0.001,0.643,1.003,189,21,11,0
"1326",1326,"Q8NI99","f[(1)](id, age)",0.668,0.027,0.001,0.008,0.006,0.289,1.003,189,21,11,0
"1327",1327,"Q8TD26","f[(1)](id, age)",0.238,0.003,0.002,0.002,0.017,0.738,1.002,180,20,11,0
"1328",1328,"Q8TD57","f[(2)](age), f[(3)](diseaseAge)",0.027,0.445,0.031,0.017,0.004,0.475,1.001,189,21,11,0
"1329",1329,"Q8TDQ7","f[(1)](id, age)",0.506,0.004,0.004,0.021,0.001,0.464,1.001,171,19,9,0
"1330",1330,"Q8TDY8","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.215,0.363,0.003,0.034,0.018,0.367,1.003,189,21,11,0
"1331",1331,"Q8TER0","f[(1)](id, age), f[(2)](age)",0.286,0.197,0.004,0.001,0.001,0.512,1.001,189,21,11,0
"1332",1332,"Q8TF66","f[(2)](age), f[(1)](id, age)",0.223,0.239,0.002,0.016,0.005,0.516,1.002,153,17,8,0
"1333",1333,"Q8WTU2","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.619,0.044,0.01,0.008,0.097,0.222,1.002,144,16,6,0
"1334",1334,"Q8WUA8","f[(5)](group), f[(1)](id, age)",0.203,0.005,0.019,0.004,0.295,0.474,1.001,115,13,5,0
"1335",1335,"Q8WUJ3","f[(1)](id, age), f[(4)](sex, age)",0.409,0.018,0.002,0.058,0,0.513,1.002,180,20,10,0
"1336",1336,"Q8WUM4","f[(1)](id, age), f[(2)](age)",0.155,0.08,0.001,0.002,0.004,0.757,1.001,189,21,11,0
"1337",1337,"Q8WVQ1","f[(1)](id, age), f[(5)](group)",0.542,0.004,0.005,0.003,0.09,0.356,1.002,135,15,6,0
"1338",1338,"Q8WWQ8","f[(1)](id, age)",0.524,0.003,0.003,0.017,0.026,0.427,1.001,108,12,7,0
"1339",1339,"Q8WWZ8","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.292,0.105,0.012,0.008,0.036,0.547,1.003,189,21,11,0
"1340",1340,"Q8WXD2","f[(2)](age), f[(1)](id, age)",0.24,0.562,0.009,0.001,0.001,0.187,1.001,189,21,11,0
"1341",1341,"Q8WYP5","f[(1)](id, age)",0.971,0.001,0,0.011,0.001,0.016,1.001,171,19,9,0
"1342",1342,"Q8WZ75","f[(1)](id, age)",0.78,0.02,0,0.005,0,0.194,1.002,189,21,11,0
"1343",1343,"Q8WZA1","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.229,0.157,0.03,0.031,0.007,0.546,1.001,189,21,11,0
"1344",1344,"Q92187","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.214,0.141,0.011,0.006,0.036,0.592,1.004,180,20,10,0
"1345",1345,"Q92484","f[(1)](id, age)",0.895,0.027,0.001,0.002,0.003,0.072,1.001,171,19,10,0
"1346",1346,"Q92496","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.576,0.063,0.015,0.016,0.026,0.306,1.002,171,19,9,0
"1347",1347,"Q92520","f[(2)](age), f[(1)](id, age)",0.227,0.248,0.028,0.017,0.005,0.476,1.003,189,21,11,0
"1348",1348,"Q92626","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.145,0.136,0.002,0.02,0.062,0.636,1.003,189,21,11,0
"1349",1349,"Q92686","f[(2)](age), f[(1)](id, age)",0.028,0.049,0.004,0.018,0.002,0.9,1.002,142,16,11,0
"1350",1350,"Q92692","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.513,0.149,0.002,0.006,0.043,0.288,1.002,108,12,5,0
"1351",1351,"Q92743","f[(1)](id, age)",0.356,0.001,0,0.005,0.005,0.633,1.001,162,18,11,0
"1352",1352,"Q92765","f[(1)](id, age), f[(5)](group)",0.422,0.004,0.006,0.004,0.054,0.509,1.001,171,19,10,0
"1353",1353,"Q92820","f[(1)](id, age), f[(2)](age)",0.617,0.077,0.009,0.001,0.001,0.296,1.001,189,21,11,0
"1354",1354,"Q92854","f[(1)](id, age), f[(2)](age)",0.599,0.031,0.02,0.008,0.003,0.338,1.001,189,21,11,0
"1355",1355,"Q92859","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.322,0.094,0.001,0.042,0.009,0.533,1.002,189,21,11,0
"1356",1356,"Q92876","f[(1)](id, age), f[(4)](sex, age)",0.553,0.003,0.013,0.057,0.023,0.351,1.001,126,14,9,0
"1357",1357,"Q92896","f[(1)](id, age), f[(4)](sex, age)",0.442,0.027,0.006,0.1,0.003,0.422,1.002,189,21,11,0
"1358",1358,"Q92954.1","f[(1)](id, age)",0.56,0.015,0.003,0.003,0.003,0.416,1.002,189,21,11,0
"1359",1359,"Q92994","f[(1)](id, age)",0.774,0.001,0.001,0.006,0.03,0.187,1.001,108,12,6,0
"1360",1360,"Q93063","f[(1)](id, age), f[(2)](age)",0.206,0.081,0.001,0.003,0.006,0.703,1.002,189,21,11,0
"1361",1361,"Q969E1","f[(1)](id, age)",0.389,0.039,0.002,0.006,0.003,0.562,1.002,189,21,11,0
"1362",1362,"Q969H8","f[(1)](id, age), f[(2)](age)",0.105,0.048,0.001,0.008,0,0.837,1.003,180,20,11,0
"1363",1363,"Q96C86","f[(1)](id, age), f[(2)](age)",0.542,0.103,0.015,0.009,0.003,0.328,1.004,98,11,4,0
"1364",1364,"Q96CG8","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.304,0.267,0.002,0.003,0.052,0.371,1.001,153,17,10,0
"1365",1365,"Q96CN7","f[(1)](id, age)",0.184,0.004,0,0.02,0.001,0.791,1.002,153,17,10,0
"1366",1366,"Q96CX2","f[(1)](id, age), f[(4)](sex, age)",0.485,0.023,0.003,0.043,0.011,0.436,1.003,189,21,11,0
"1367",1367,"Q96FE7","f[(1)](id, age), f[(2)](age)",0.463,0.036,0.015,0.001,0.03,0.456,1.001,189,21,11,0
"1368",1368,"Q96G03","f[(1)](id, age), f[(2)](age)",0.081,0.057,0.002,0.007,0.001,0.851,1.002,171,19,10,0
"1369",1369,"Q96H15","f[(1)](id, age), f[(2)](age)",0.67,0.065,0.005,0.02,0.021,0.219,1.001,189,21,11,0
"1370",1370,"Q96HC4","f[(1)](id, age), f[(2)](age), f[(4)](sex, age)",0.171,0.052,0.011,0.033,0.018,0.715,1.003,162,18,10,0
"1371",1371,"Q96HD1","f[(1)](id, age)",0.632,0.013,0.013,0.003,0.001,0.338,1.002,189,21,11,0
"1372",1372,"Q96IU4","f[(1)](id, age), f[(2)](age)",0.225,0.054,0.002,0.005,0.005,0.708,1.001,135,15,9,0
"1373",1373,"Q96IY4","f[(1)](id, age), f[(2)](age)",0.209,0.036,0.003,0.005,0.024,0.723,1.001,189,21,11,0
"1374",1374,"Q96JP9","f[(1)](id, age), f[(2)](age)",0.288,0.099,0.018,0.017,0.003,0.575,1.002,99,11,6,0
"1375",1375,"Q96JQ0","f[(1)](id, age), f[(2)](age)",0.395,0.075,0.001,0.005,0.004,0.519,1.001,171,19,9,0
"1376",1376,"Q96KG7","f[(1)](id, age), f[(5)](group), f[(4)](sex, age)",0.465,0.026,0.009,0.044,0.076,0.38,1.003,189,21,11,0
"1377",1377,"Q96KN2","f[(2)](age), f[(1)](id, age)",0.27,0.67,0.001,0.007,0.001,0.051,1.002,189,21,11,0
"1378",1378,"Q96KP4","f[(1)](id, age), f[(2)](age)",0.31,0.045,0.002,0.041,0.006,0.596,1.002,148,17,10,0
"1379",1379,"Q96LA6","f[(2)](age), f[(1)](id, age)",0.27,0.43,0.001,0.001,0.024,0.274,1.001,171,19,9,0
"1380",1380,"Q96M86","f[(1)](id, age), f[(5)](group)",0.348,0.003,0.009,0.006,0.074,0.561,1.005,99,11,4,0
"1381",1381,"Q96MK3","f[(1)](id, age), f[(2)](age)",0.56,0.062,0.002,0.024,0.001,0.351,1.002,170,19,9,0
"1382",1382,"Q96MU8","f[(1)](id, age), f[(4)](sex, age)",0.536,0.026,0.002,0.041,0.004,0.391,1.001,132,15,11,0
"1383",1383,"Q96NL6","f[(2)](age), f[(5)](group), f[(1)](id, age)",0.041,0.687,0.012,0.001,0.063,0.196,1.002,126,14,5,0
"1384",1384,"Q96PD5","f[(1)](id, age)",0.677,0.029,0.002,0.008,0,0.284,1.002,189,21,11,0
"1385",1385,"Q96RD9","f[(1)](id, age), f[(2)](age)",0.527,0.11,0.006,0.025,0.001,0.332,1.003,189,21,11,0
"1386",1386,"Q96RW7","f[(2)](age), f[(1)](id, age)",0.172,0.377,0.002,0.007,0.003,0.439,1.002,189,21,11,0
"1387",1387,"Q96S96","f[(2)](age), f[(1)](id, age), f[(4)](sex, age)",0.203,0.304,0.002,0.051,0.026,0.414,1.002,188,21,11,0
"1388",1388,"Q99436","f[(1)](id, age), f[(2)](age), f[(5)](group)",0.304,0.127,0.002,0.007,0.11,0.45,1.002,135,15,6,0
"1389",1389,"Q99466","f[(1)](id, age), f[(5)](group), f[(2)](age)",0.347,0.04,0.005,0.016,0.043,0.55,1.002,135,15,6,0
